index,weibo_id,comment_text,gender,location,like,date,label,category,target
64,IDMEGrYG0,"而且，就拿消防员来说吧！空气呼吸器，消防靴，加上需要携带的器材，灭火救援时40斤起步的负重。别说女性了，身体瘦弱一些的男性，都得经过系统的特殊训练才能适应。,军人，警察，消防员这些职业限男有什么问题吗？这些职业对体力的要求很高的，敌人不会因为你是女性就对你手下留情，绑匪、毒贩不会因为警察是女性而少犯罪，消防任务也不会因为消防员是女性而减轻。所以这些只是根据男女自身身体情况做出的社会合理分工而已。",男,山西,0,17/04/2020 22:19,1,SCB,G
65,GCna42DUe,"我也是女的，我支持女性维权，但事情都过去九年了，现在才告，难免让人怀疑那女的意图，被人利用，还是其他原因就不知道了，毕竟她当初是接受私下和解的,看图片应该是你情我愿的，两人也许发生了关系，但是是不是强奸很难说，毕竟看有的文说那女的也经常出入夜店",女,贵州,0,07/10/2018 09:02,1,MA,I
66,J2jYCxzvy,"就是说对女权毫无益处，不能等同于女权。,平权本质是男权，是通过婚姻子宫和男权换一杯羹。",女,辽宁,1,17/05/2020 16:17,1,SCB,G
67,J2jYCxzvy,平权就是夫权，一半我不许我老公占我便宜，一半我老公不能吃亏。一半妻权一半男权,女,辽宁,14,17/05/2020 12:43,1,SCB,G
68,Ip7ohwONa,看了这么多的大鼎，我只对越来越多的女人感到失望、讨厌和些许的绝望。能不能多发一些优秀的女人，多说一说她们的战绩，能给我的生活多带来光明和希望。,女,福建,109,12/01/2020 11:24,1,MA,G
69,J6brb2qWo,我也赞成对女权运动要引导，并且对LGBT运动也要以引导为主，争取一切可争取的人，尽可能地孤立大资产阶级,男,其他,5,11/06/2020 23:05,1,SCB,G
70,ICgOUngDk,有女的还说：不结婚的女人自私。而且生的还是女儿哟，真心疼当它女儿的人。,男,北京,1,07/04/2020 23:23,1,SCB,G
71,GrJPEDg4q,，人类喜欢拿性开玩笑，例如异性同事或朋友之间，相互关系非常熟络，在异性屁股上捏一把，在异性脸蛋上亲一口等，不会引起对方强烈反感，不会有强烈的羞耻感，也不会造成社会对异性的人格评价下降，不应按违法对待。但开玩笑过了头，例如有的地方突破底线的婚闹，就属于猥亵违法或犯罪了。,男,其他,0,30/07/2018 21:05,1,SCB,G
72,Ij5BIdpSw,夸女艺人“你真汉子”，骂男艺人“你真娘”，竟然有人不觉得这是性别歧视?楼下的憨批给姥娘滚,女,澳门,67,03/12/2019 19:42,1,MA,I
73,J68pq5Yc7,其实就抛开trans的存在，光从语文角度上来说，以“来月经的人”为标题都没有什么问题，这样能突出主题嘛。罗琳的反应太敏感了……尼尔盖曼毕竟是幻想家。,女,广东,0,11/06/2020 13:42,1,MA,G
74,J1s4HwdW1,害，胡姜氏又有亲亲老公又有孩子，那是人生赢家，干嘛还要来wb搞女权啊,女,江苏,80,11/05/2020 19:06,1,SCB,I
75,IBVbZ50Ci,只想说 女性地位其实和自己母亲的家庭地位有关 我妈妈和我阿姨就是两种女性 她们基本都是没接受高等教育的上海女性 但我妈妈从小给我带来的感觉就是 女人就是要被尊重和爱戴的 所以我长大就自然而然觉得这是真理 但后来发觉原来很多都不是 所以女性的家庭地位可以改变整个社会对待女性的基本面,女,上海,1,06/04/2020 18:28,1,SCB,I
76,Ip7ohwONa,我也是我也是，去看牙医生给我介绍个男的，在矿上工作，我问他是不是要下矿井，他恼羞成怒反击我“工作没有高低贵贱之分，我不下井工作，但是下井的人难道就低人一等吗？”，还他爹要求挺高，他妈要求特定属相的女孩子，他要求女孩子要长得高,女,其他,7,12/01/2020 21:35,1,SCB,I
77,HqsGy1WRa,一个女人去陪人家喝酒，跟人家上车，带人回自己住处，有机会不跑路，不让朋友报警，你告诉我这是强奸还是自己倒贴？我没说刘强东是好东西，但是这女的是不是有点太不自重了？,男,江苏,0,20/04/2019 10:15,1,SCB,I
78,ID26le0w3,"鲍狗是带着目的性的去诱骗女孩   选择好下手的女孩  真的好痛心   赤裸裸的摧毁一个女孩的所有   我想要司法的公正  还女孩一个公道,毁了一个女孩的一生",女,其他,0,03/05/2020 15:59,1,MA,I
79,Io8xSqP4I,就我身边的例子，我妈兄妹4个除了她都离婚了，离婚原因分别为：男方出轨、男方重男轻女（两个都是女儿受不了）、男方赌博。我妈过得也不咋滴，巴不得她离婚。想改变人生吗，结婚吧。,女,其他,4,06/01/2020 03:53,1,MA,G
80,J47aPoIgG,"正常情况下正常人？有多少底层女性无收入？中国男性无业务无收入在家操持家务的多，还是女性多？无视男女不平等的社会现实，而空谈所谓的法律上的理性平等，有太多你这样的恶心的法律人，才有这样一片骂声的恶法。,现在诉讼离婚要一年分居证明，比协议离婚更难谢谢",女,湖北,2,29/05/2020 08:42,1,MA,I
81,IA87J9xwN,"求同存异就好，就像n号房事件里面，迷奸强奸的人是正常人都希望他死，偷拍的如果按刑法算可能无期，正常人一样希望他死，分歧点在于付费观众跟普通观众，讲法的罗翔老师刚刚讲过在中国刑法里面怎么判了，但是不管怎样，不要让情绪把能拉拢的群体给排斥到另一面,我也一直在我的范围内宣传平权，但有时候发声却因为不够激进而被视为屌癌,女生在发声的时候有男生愿意听，也有人在为之努力的，比如说六层楼老师就一直在为女生发声，虽然讲六老师的受众大部分为女生，但还是有一部分男生收到影响了的，不能因此认为客观冷静发言是没有用的，但不管怎样上来直接骂街一棒子打死只能宣泄你的负面情绪对拉动男性群体毫无作用,所以我认为男女平等，女生由于生理弱势社会地位弱势应当更平等，改变社会现状不是一朝一夕的事情，已经不是解放初毛时候号召妇女能当半边天的时候了，我能做的也只是在我身边的事情为女生发声力所能及的相对照顾，给身边朋友宣传平权观念，但不管怎样，要让对方能接受你的观点，而不是上来仇视所有男性,我支持女权，但是我反对这样的过激行为，地铁上被色狼偷摸了发现了直接给他一巴掌边上人都是赞同的，职场上被性骚扰了直接爆出来撕破脸面，让那些油腻男知道女生是任人鱼肉。女权在于什么，在于让女性获得跟男性等同的权利，男性为害者是少数，女性发声者也是少数，重要的是拉动沉默中的大多数人",男,其他,0,25/03/2020 17:01,1,SCB,G
82,Fs94FpYdc,其实他那话是让女人都找富二代，不然普通人家哪有可能嫁过去吃香的喝辣的衣食无忧？,男,江苏,0,27/10/2017 14:22,1,SCB,G
83,IlFahsWZd,每次别人说我打拳，我都想说，对呀，打死你。,女,其他,0,21/12/2019 00:30,1,SO,I
84,FsFR8vNTi,权利，责任，客观生理条件，不能同时兼顾的，就是田园女权吧。,女,四川,0,30/10/2017 00:14,1,MA,G
85,InZiZriMQ,我一直不懂女权跟平权有啥区别，难道是按照骂人来区分的吗,女,香港,0,05/01/2020 22:56,1,MA,G
